ind,sentence,talkNum,sentenceNum
7117,"This divide between what's happening on the ground and perceptions abroad is one of the key reasons why we don't have yet a Palestinian peaceful resistance movement that has been successful.So I'm here today to talk about the power of attention, the power of your attention, and the emergence and development of nonviolent movements in the West Bank, Gaza and elsewhere — but today, my case study is going to be Palestine.",3479,6
7118,Let's do something that doesn't make the lamb squeal and bleed.,4051,57
7119,"That means they could help  with parenting skills, such as an increased ability to read  facial cues since babies can’t talk.The lack of information about pregnancy’s  effects on the brain highlights a general truth: historically,  almost all the research around pregnancy has focused on the fetus,  rather than pregnant women.",218,29
7120,"Ingrid understood that we are connected to each other, not only as human beings, but to every living thing on the planet.And tragically, in 1999, when she was in Colombia working with the U'wa people, focused on preserving their culture and language, she and two colleagues were abducted and tortured and killed by the FARC.",3609,26
7121,More than half of our hundreds of employees are severely disabled.,149,5
7122,And we do not want to relegate the urban poor to starvation.,4007,105
7123,Models like these are being adopted across Lagos.Informal settlements are incorrectly named as the problem.,1672,54
7124,"Mark Zuckerberg said — and I don't blame him, he probably believed this — that it was crazy to think that the Russians or anybody else could be tinkering and messing around with this avenue.",1643,60
7125,"All of you, when you're arguing, have that important lever to play.",240,128
7126,"But I was also thinking what you might be thinking, which is really, couldn't you do this with any hour of the day?First of all, you are not getting clips like that about four in the afternoon.",2618,76
7127,"If you only asked people in Idaho, where the state food is the potato, chances are that you would get a much different answer than if you asked people in the state of New Mexico, where the state vegetable is beans.",2927,22
7128,"Literary critic Northrop Frye once observed that in our primitive days, our literary heroes were — well, nearly gods, and as civilization advanced, they came down the mountain of the gods, so to speak, and became more human, more flawed, less heroic.",3091,0
7129,"I've got weakness in my hands,  my arms and my legs.",2694,26
7130,"Full gorged at another time With a vast meal of slime Which your devouring cunt had drawn From porters’ backs and footmen’s brawn.”Sorry, everyone.",3,106
7131,But you don't need a religion to get you through the staircase.,3314,31
7132,That bothered me.,1240,11
7133,"And some day, artificially intelligent supercomputers will analyze the images without human assistance to summarize them in a connectome.",3700,94
7134,"You and your habits are not to blame.For the very first time in history, we are tracking the individual data of children from long before they're born — sometimes from the moment of conception, and then throughout their lives.",347,7
7135,"Your calculations have given you a  46-digit number for the count of rabbits  in the bottom cell– plenty of room to spare.But just as you pull the lever  to start the experiment, your assistant runs in with terrible news.",1056,7
7136,"So it's a pretty exciting development.But in order for us to actually realize the benefits of technology that can prevent concussion, it needs to meet regulations.",1976,91
7137,"They grow fruits, they grow vegetables, they grow flowers, they grow herbs in healthy soil, free of chemicals, pesticides, fertilizers, genetically modified products — healthy food.",1577,46
